Name.of.Company,Date.of.Breach,Reported.Date,state,State.Residents.Affected
"Shift Technologies, Inc.",2020-09-07,2021-01-14,CA,500
Waters & Kraus LLP,2019-12-05,2021-01-13,CA,500
The Archer School for Girls,2020-02-07,2021-01-13,CA,500
"National Board for Certified Counselors, Inc. ",2020-08-31,2021-01-12,CA,500
American Federation of Musicians and Employers' Pension Fund,2020-05-22,2021-01-11,CA,500
Veritex Holdings Inc.,2020-04-02,2021-01-11,CA,500
"American Anesthesiology, Inc. ",2020-06-17,2021-01-08,CA,500
US Fertility LLC,2020-08-12,2021-01-08,CA,500
"Creal & Creal, An Accountancy Corporation",2020-09-10,2021-01-08,CA,500
American Health Information Management Association (AHIMA),2020-07-26,2021-01-06,CA,500
Francis Parker School,2020-02-20,2021-01-05,CA,500
Matson Navigation Company,2020-10-14,2021-01-04,CA,500
"Peter Pan Seafoods, Inc.",2020-12-12,2021-01-04,CA,500
"Anchor General Insurance Agency, Inc. (""Anchor General"")",2020-08-03,2021-01-02,CA,500
"Life Quotes, Inc.",2020-10-19,2020-12-31,CA,500
Zoetop Business Co. Ltd.,2018-07-14,2020-12-30,CA,500
International Union of Bricklayers and Allied Craftworkers,2020-06-04,2020-12-30,CA,500
Sugar Bowl Corporation,2020-10-09,2020-12-30,CA,500
Valley Presbyterian Hospital,2020-05-14,2020-12-30,CA,500
Dickey's Barbecue Pit,2019-06-09,2020-12-29,CA,500
"Total Vision, PC",2020-10-30,2020-12-28,CA,500
"Tree Top, Inc. and Northwest Naturals LLC",2020-11-10,2020-12-23,CA,500
"DJO Global, Inc. ",2020-11-08,2020-12-23,CA,500
"JPMorgan Chase Bank, N.A.",2020-04-06,2020-12-23,CA,500
"Ultra Clean Holdings, Inc.",2020-08-03,2020-12-23,CA,500
"MEDNAX Services, Inc.",2020-07-02,2020-12-23,CA,500
"Metabolic Maintenance Products, Inc.",2019-10-01,2020-12-23,CA,500
"NetGalley, LLC",2020-12-21,2020-12-23,CA,500
Southbeachsmoke.com; directvapor.com; vaporfi.com,2020-09-14,2020-12-21,CA,500
Capital Lumber Company,2020-07-27,2020-12-18,CA,500
GenRx Pharmacy,2020-09-27,2020-12-18,CA,500
"Agoura Health Products, LLC dba Gundry MD",2020-08-06,2020-12-17,CA,500
II-VI Incorporated ,2020-11-19,2020-12-17,CA,500
Paysafe Group Holdings Limited,2018-05-13,2020-12-16,CA,500
"MEDNAX Services, Inc. ",2020-06-17,2020-12-16,CA,500
Monterey Bay Air Resources District,2020-11-23,2020-12-15,CA,500
"Sonoma Recovery Services, LLC d/b/a Olympia House",2020-07-01,2020-12-15,CA,500
Aetna,2020-06-24,2020-12-11,CA,500
"H.N.R. Clark, Inc.",2020-09-01,2020-12-10,CA,500
KeyPoint Credit Union,2020-08-13,2020-12-09,CA,500
Sonoma Valley Healthcare District,2020-09-10,2020-12-09,CA,500
Spotify USA Inc.,2020-04-09,2020-12-09,CA,500
Robie & Matthai APC,2020-05-07,2020-12-09,CA,500
Glofox Inc. ,2020-09-26,2020-12-09,CA,500
Woodruff Sawyer & Co.,2020-03-02,2020-12-08,CA,500
Diocese of Charlotte,2020-02-20,2020-12-06,CA,500
Angeion Group,2020-03-30,2020-12-04,CA,500
"Eaze Technologies, Inc.",2020-09-24,2020-12-03,CA,500
"The Long & Foster Companies, Inc.",2020-08-22,2020-12-01,CA,500
MetaBrainz Foundation Inc.,2019-04-26,2020-12-01,CA,500
Florida State College at Jacksonville Foundation,2020-02-07,2020-11-30,CA,500
"Etz Hayim Holdings, SPC. d/b/a Lazarus Naturals",2020-09-05,2020-11-30,CA,500
Minerals Technologies Inc.,2020-10-20,2020-11-30,CA,500
"Canon U.S.A., Inc.",2020-07-20,2020-11-25,CA,500
Fairchild Medical Center,2015-12-16,2020-11-25,CA,500
ZEG – Berlin Center for Epidemiology and Health Research GMBH,2020-07-07,2020-11-25,CA,500
University of Minnesota Physicians,2020-01-30,2020-11-25,CA,500
The Center for Early Education,2020-02-07,2020-11-24,CA,500
"Atlas Mechanical, Inc.",2020-10-11,2020-11-24,CA,500
"Merchant One, Inc.",2020-02-24,2020-11-23,CA,500
Indian Health Council Inc.,2020-09-22,2020-11-20,CA,500
River City Bank,2020-09-29,2020-11-20,CA,500
Golden Gate Regional Center ,2020-09-23,2020-11-20,CA,500
Backroads,2020-10-02,2020-11-19,CA,500
"Windstream Holdings II, LLC",2020-07-11,2020-11-18,CA,500
"International Cosmetics & Perfumes,",2020-04-29,2020-11-17,CA,500
1919 Investment Counsel LLC,2020-09-21,2020-11-13,CA,500
University of California San Francisco,2020-06-01,2020-11-13,CA,500
Hutchison School,2020-05-20,2020-11-12,CA,500
"BarristerBooks, Inc.",2020-07-07,2020-11-11,CA,500
"Cantella & Co., Inc.",2020-08-25,2020-11-10,CA,500
San Dieguito Union High School District,2019-04-01,2020-11-09,CA,500
"Bruce L. Boros, M.D., P.A. DBA Advanced Urgent Care",2020-03-01,2020-11-06,CA,500
Camrosa Water District,2019-08-20,2020-11-06,CA,500
California Physicians' Services d/b/a Blue Shield of California,2020-10-16,2020-11-06,CA,500
"VF Outdoor, LLC doing business as The North Face®",2020-10-08,2020-11-05,CA,500
Woodland Unified School District,2019-11-04,2020-11-04,CA,500
Methodist Hospital of Southern California,2020-02-01,2020-11-04,CA,500
The GEO Group Inc.,2020-07-17,2020-11-03,CA,500
"Stetson University, Inc.",2020-02-07,2020-11-03,CA,500
Health Formula Inc.,2020-04-24,2020-11-02,CA,500
Imperial Community College District,2020-08-05,2020-11-02,CA,500
"SiteOne Landscape Supply, Inc.",2020-07-02,2020-10-30,CA,500
"L.A. Tax Service, LLP ",2020-06-10,2020-10-30,CA,500
Rady Children’s Hospital – San Diego and Rady Children’s Hospital Foundation – San Diego,2020-02-07,2020-10-29,CA,500
CCPOA Benefit Trust Fund,2020-09-02,2020-10-29,CA,500
"JM Bullion, Inc.",2020-01-01,2020-10-28,CA,500
TrueFire LLC,2020-02-21,2020-10-27,CA,500
Athenian School,2020-02-07,2020-10-27,CA,500
Living Beyond Breast Cancer,2020-02-07,2020-10-27,CA,500
Alcorn Fence Company,2020-04-19,2020-10-26,CA,500
"Tailored Brands, Inc.",2019-10-10,2020-10-26,CA,500
Ascend Clinical LLC,2020-04-21,2020-10-26,CA,500
Trinity Health,2020-05-16,2020-10-23,CA,500
"UAMG, LLC",2020-09-17,2020-10-23,CA,500
"Fragomen, Del Rey, Bernsen & Loewy, LLP",2020-07-01,2020-10-23,CA,500
Alameda Health System,2020-04-08,2020-10-22,CA,500
Sam's Club,2020-09-24,2020-10-21,CA,500
Mount Diablo Unified School District,2020-09-14,2020-10-20,CA,500
"City of Torrance, California",2020-03-01,2020-10-18,CA,500
"Wyndham Capital Mortgage, Inc.",2020-09-18,2020-10-16,CA,500
Accident Insurance Company ,2020-04-13,2020-10-15,CA,500
"One Workplace Ferrari, LLC dba One Workplace",2020-08-14,2020-10-14,CA,500
Made In Oregon,2020-02-03,2020-10-13,CA,500
Carnival Corporation and plc,2020-08-04,2020-10-13,CA,500
Georgia Southern University,2020-02-07,2020-10-09,CA,500
Terminix Global Holdings,2020-09-10,2020-10-09,CA,500
Keith Fabry,2020-02-27,2020-10-09,CA,500
American Symphony Orchestra League,2020-05-01,2020-10-05,CA,500
"PupBox, c/o Petco Animal Supplies Stores, Inc.",2020-02-11,2020-10-02,CA,500
St. Paul Center for Biblical Theology,2020-03-03,2020-10-02,CA,500
FRIEDMAN & COMPANY CPA,2020-09-21,2020-10-01,CA,500
University Muslim Medical Association ,2020-06-29,2020-09-29,CA,500
"CBD Industries, LLC",2020-03-30,2020-09-29,CA,500
"U.S. Bank, N.A. ",2020-07-30,2020-09-29,CA,500
EyeMed Vision Care LLC,2020-06-24,2020-09-28,CA,500
Mono County,2020-04-09,2020-09-25,CA,500
Southern Mono Healthcare District d/b/a Mammoth Hospital ,2020-09-05,2020-09-24,CA,500
"RadNet, Inc.",2020-07-18,2020-09-18,CA,500
FabFitFun. Inc.,2020-04-26,2020-09-18,CA,500
"Joslin Diabetes Center, Inc.",2020-05-14,2020-09-18,CA,500
"U.S. Bank, N.A.",2020-07-30,2020-09-18,CA,500
Greenworks Tools ,2019-07-14,2020-09-17,CA,500
Episcopal Community Services,2020-02-07,2020-09-17,CA,500
Inova Health System,2020-02-07,2020-09-15,CA,500
Baylor Genetics,2019-09-24,2020-09-14,CA,500
"Medical Depot, Inc., d/b/a Drive DeVilbiss Healthcare",2020-05-25,2020-09-14,CA,500
Northern Light Health,2020-05-14,2020-09-14,CA,500
Emanate Health Foundation,2020-02-07,2020-09-11,CA,500
"CorePower Yoga, LLC",2019-11-07,2020-09-11,CA,500
STG Logistics ,2019-07-27,2020-09-11,CA,500
Enloe Medical Center,2020-05-14,2020-09-10,CA,500
"LiveAuctioneers, LLC",2020-06-19,2020-09-10,CA,500
Promo.com Ltd.,2020-06-22,2020-09-06,CA,500
"Advantage Capital Funding, LLC",2020-02-06,2020-09-04,CA,500
Polycystic Kidney Disease Foundation,2020-05-01,2020-09-04,CA,500
"Artech, L.L.C.",2020-01-05,2020-09-04,CA,500
Vermont Student Assistance Corporation,2020-02-07,2020-09-04,CA,500
"INTEGRIS Baptist Medical Center, Inc.",2019-10-17,2020-09-04,CA,500
Hydrocephalus Association,2020-02-07,2020-09-04,CA,500
Sekure Merchant Solutions,2020-01-24,2020-09-03,CA,500
"Osmose Utilities Services, Inc.",2020-07-06,2020-09-03,CA,500
Warner Music Group,2020-04-25,2020-09-02,CA,500
"Nutranext, LLC",2020-05-27,2020-09-02,CA,500
Coast Financial Services,2020-05-06,2020-09-01,CA,500
"Ferris Marketing, Inc. ",2020-06-05,2020-08-31,CA,500
"Stericycle, Inc.",2019-10-01,2020-08-31,CA,500
Assured Imaging,2020-05-19,2020-08-31,CA,500
"American Payroll Institute, Inc. (APA); Global Payroll Management Institute, Inc. (GPMI)",2020-05-13,2020-08-31,CA,500
"Havenly, Inc.",2020-06-25,2020-08-31,CA,500
"Amphastar Pharmaceuticals, Inc.",2020-05-02,2020-08-28,CA,500
PULAU Corporation,2020-06-11,2020-08-28,CA,500
"Mechanics Bank, dba CRB Auto",2020-02-14,2020-08-28,CA,500
Williams Hart Boundas Easterby LLP,2020-05-12,2020-08-28,CA,500
"AliMed, Inc.",2019-06-01,2020-08-28,CA,500
Lemoore Union High School,2019-11-04,2020-08-27,CA,500
"Crystal Stairs, Inc.",2020-05-20,2020-08-26,CA,500
Combe Incorporated,2020-03-02,2020-08-26,CA,500
Westcor Land Title Insurance Company,2020-01-10,2020-08-25,CA,500
Brown-Forman Corporation,2020-04-14,2020-08-25,CA,500
ArbiterSports,2020-06-03,2020-08-24,CA,500
Energy One Federal Credit Union,2020-06-04,2020-08-21,CA,500
"Cetera Financial Group, Inc.",2020-04-06,2020-08-21,CA,500
"Dave, Inc.",2020-06-23,2020-08-20,CA,500
Saint Luke's Foundation,2020-02-07,2020-08-20,CA,500
Pacific Huntington Hotel Corporation ,2020-04-10,2020-08-20,CA,500
Santa Rosa Junior College Foundation,2020-02-03,2020-08-19,CA,500
"Patriot Growth Insurance Services, LLC",2020-03-10,2020-08-19,CA,500
"Stockpile, Inc.",2020-04-17,2020-08-19,CA,500
"Dynasplint Systems, Inc.",2020-04-29,2020-08-17,CA,500
University of Detroit Mercy,2020-02-07,2020-08-17,CA,500
Institute for Integrative Nutrition,2020-03-03,2020-08-16,CA,500
Metropolitan Community College of Kansas City ,2020-03-10,2020-08-14,CA,500
Filters Fast LLC,2019-07-19,2020-08-14,CA,500
"NRI USA, LLC",2019-09-03,2020-08-14,CA,500
Prostate Cancer Foundation,2020-02-07,2020-08-13,CA,500
"Dyson, Inc",2020-07-31,2020-08-13,CA,500
"Patriot Growth Insurance Services, LLC",2019-12-23,2020-08-12,CA,500
Dent Wizard International,2020-01-22,2020-08-10,CA,500
Metropolitan Life Insurance Company,2020-07-24,2020-08-10,CA,500
"Bregante + Company, LLC",2020-05-04,2020-08-04,CA,500
Museum of Contemporary Art Santa Barbara,2020-05-31,2020-08-04,CA,500
Romanazzi & Associates,2020-04-16,2020-08-04,CA,500
"Wurkforce, Inc.",2019-11-22,2020-08-03,CA,500
Hoag Clinic,2020-06-05,2020-08-03,CA,500
The Credit Pros international,2016-07-09,2020-07-30,CA,500
Salinas Valley Memorial Healthcare System,2020-04-24,2020-07-29,CA,500
Emanate Health,2020-02-19,2020-07-29,CA,500
"Front Rush, LLC",2016-01-18,2020-07-28,CA,500
"OTR Leasing, LLC",2020-01-14,2020-07-28,CA,500
"Windes, Inc.",2020-03-16,2020-07-28,CA,500
Ventura College Foundation,2020-02-07,2020-07-28,CA,500
CK-12 Foundation,2020-02-26,2020-07-27,CA,500
Walgreen Co.,2020-05-26,2020-07-24,CA,500
Ply Gem Residential Solutions,2019-07-26,2020-07-24,CA,500
Dynavax Technologies Corporation,2020-02-28,2020-07-24,CA,500
Frederick W. Howarth III d/b/a TBG West Insurance Services (“TBG West”),2020-03-27,2020-07-23,CA,500
"Pivot Technology Solutions, Inc.",2020-06-09,2020-07-22,CA,500
Corning Union Elementary School District,2019-11-04,2020-07-21,CA,500
"Collabera, Inc.",2020-05-24,2020-07-21,CA,500
Senior Resource Group LLC,2019-12-17,2020-07-20,CA,500
"Coalinga Valley Health Clinics, Inc. ",2020-04-17,2020-07-19,CA,500
"Verigent, LLC",2019-10-21,2020-07-17,CA,500
NCP Healthcare Management Company,2020-04-27,2020-07-17,CA,500
"Northgate Gonzalez, LLC",2019-01-07,2020-07-17,CA,500
STRATA Trust Company,2020-02-10,2020-07-17,CA,500
Genworth,2020-04-01,2020-07-17,CA,500
Evergreen Union School District,2019-11-15,2020-07-17,CA,500
Steel Partners Holdings L.P.,2020-04-18,2020-07-16,CA,500
"US HealthCenter, Inc.",2020-04-13,2020-07-16,CA,500
"FormFactor, Inc.",2020-06-21,2020-07-16,CA,500
"Merani Hospitality, Inc. ",2017-02-16,2020-07-15,CA,500
California Department of Corrections and Rehabilitation ,2020-05-06,2020-07-14,CA,500
City Dental,2020-06-01,2020-07-12,CA,500
"The Chronicle of Higher Education, Inc.",2020-06-15,2020-07-10,CA,500
Thomas Cuisine,2020-01-24,2020-07-10,CA,500
Los Angeles County Bar Association,2020-05-10,2020-07-10,CA,500
"Claire's Stores, Inc.",2020-04-07,2020-07-08,CA,500
"Eshel, Aminov & Partners LLP",2019-03-10,2020-07-08,CA,500
"Audio Visual Services Group, LLC d/b/a PSAV",2019-10-22,2020-07-08,CA,500
"Dr. Ann Hale, D.D.S. / also known as Hutton & Hale, D.D.S.",2020-05-24,2020-07-07,CA,500
Douglas M. Smith & Co. CPA,2020-03-25,2020-07-07,CA,500
Beverly Hills Unified School District,2019-11-04,2020-07-02,CA,500
Central California Alliance for Health,2020-05-07,2020-07-02,CA,500
"Urban Compass, Inc.",2019-05-24,2020-07-01,CA,500
Andrew Lundholm CPA,2019-11-24,2020-07-01,CA,500
WESTECH International Inc.,2020-05-10,2020-06-30,CA,500
"Young, Molohan, Cohen & Durrett, LLP",2020-05-26,2020-06-29,CA,500
Salinas Valley Memorial Healthcare System,2020-04-29,2020-06-29,CA,500
Red Bluff Joint Union High School District,2019-11-04,2020-06-29,CA,500
Electrical Training Institute,2019-12-23,2020-06-29,CA,500
Adelanto Elementary School District,2019-11-04,2020-06-26,CA,500
Saddleback Valley Unified School District,2019-11-04,2020-06-24,CA,500
Kroto Inc. d/b/a iCanvas,2020-05-10,2020-06-24,CA,500
Eagle Community Credit Union,2020-02-24,2020-06-23,CA,500
"GAIN Capital Group, LLC",2020-04-14,2020-06-22,CA,500
Chino Valley Unified School District,2019-11-04,2020-06-22,CA,500
Florida Orthopaedic Institute,2020-04-06,2020-06-22,CA,500
Concorde Investment Services,2019-09-17,2020-06-20,CA,500
CodeMetro,2020-04-21,2020-06-19,CA,500
"Le Duff America, Inc.",2019-08-28,2020-06-18,CA,500
American Medical Technologies,2019-10-01,2020-06-18,CA,500
El Dorado County Office of Education,2019-11-06,2020-06-17,CA,500
Cognizant Technology Solutions Corporation,2020-04-09,2020-06-17,CA,500
"Optima Family Services, Inc.",2020-04-21,2020-06-16,CA,500
Sonicbids LLC,2019-12-29,2020-06-16,CA,500
"Andrew Dang, DDS",2020-04-19,2020-06-15,CA,500
KIPP SoCal Public Schools,2019-10-03,2020-06-12,CA,500
Apple Valley Unified School District,2019-11-04,2020-06-12,CA,500
McKinney & Company,2020-04-01,2020-06-12,CA,500
Yuba City Unified School District,2019-11-04,2020-06-11,CA,500
San Leandro Unified School District,2019-11-04,2020-06-11,CA,500
"MaxLinear, Inc.",2020-04-15,2020-06-11,CA,500
"Bailard, Inc.",2020-02-25,2020-06-11,CA,500
"Zoosk, Inc. ",2020-01-12,2020-06-11,CA,500
Mt. Diablo Unified School District,2019-11-04,2020-06-11,CA,500
Corning Union High School District,2019-11-04,2020-06-11,CA,500
Genworth ,2020-04-01,2020-06-10,CA,500
San Francisco Employees' Retirement System,2020-02-24,2020-06-09,CA,500
"Castro Valley Health, Inc.",2017-01-01,2020-06-08,CA,500
Brea-Olinda Unified School District,2019-11-04,2020-06-08,CA,500
Fairfield-Suisun Unified School District,2019-11-04,2020-06-08,CA,500
Myron Corp. d/b/a Pen Factory (“Pen Factory”),2019-09-01,2020-06-05,CA,500
ABC Unified School District,2019-11-04,2020-06-05,CA,500
Bombas LLC,2016-11-11,2020-06-03,CA,500
San Bernardino City Unified School District,2019-11-04,2020-06-02,CA,500
Yucaipa-Calimesa Joint Unified School District,2019-11-04,2020-06-02,CA,500
Rocklin Unified School District,2019-11-04,2020-06-02,CA,500
"Allergy & Asthma Medical Group of the Bay Area, Inc.",2020-04-27,2020-06-02,CA,500
Paul Quinn College ,2019-05-24,2020-06-01,CA,500
The Crucible,2019-04-28,2020-05-30,CA,500
Laguna Beach Unified School District,2019-11-04,2020-05-29,CA,500
Central School District,2019-11-04,2020-05-29,CA,500
Inglewood Unified School District,2019-11-04,2020-05-29,CA,500
"Good Samaritan Hospital, Inc.",2019-10-22,2020-05-29,CA,500
"Catholic Charities, Diocese of San Diego",2020-03-27,2020-05-29,CA,500
Lassen Union High School Distirict,2019-11-06,2020-05-28,CA,500
Orchard Medical Consulting,2020-01-16,2020-05-28,CA,500
"Minted, LLC",2020-05-06,2020-05-28,CA,500
Amtrak,2020-04-16,2020-05-28,CA,500
SFO,2020-03-05,2020-05-27,CA,500
"Icahn Automotive Group LLC (""IAG"")",2020-03-13,2020-05-27,CA,500
"Duben & Associates, Inc.",2020-02-11,2020-05-26,CA,500
"Weaver Fundraising, LLC d/b/a Trail’s End",2020-05-03,2020-05-26,CA,500
"Arbonne International, LLC",2020-04-20,2020-05-22,CA,500
Kingsburg Elementary Charter School District,2019-11-04,2020-05-19,CA,500
Prime Communications,2019-12-11,2020-05-18,CA,500
City of Torrance,2020-03-01,2020-05-18,CA,500
Bank of America,2020-04-22,2020-05-18,CA,500
San Dieguito Union High School District,2019-07-01,2020-05-14,CA,500
"PCL Constructors, Inc.",2020-02-18,2020-05-14,CA,500
"The Chronicle of Higher Education, Inc.",2020-02-17,2020-05-13,CA,500
"Magellan Health, Inc.",2020-04-06,2020-05-11,CA,500
Santa Rosa & Rohnert Park Oral Surgery,2019-12-20,2020-05-08,CA,500
Atria Wealth Solutions ,2019-12-03,2020-05-07,CA,500
Principal Life Insurance Company,2019-12-12,2020-05-07,CA,500
Impact Mobile Home Communities,2018-10-03,2020-05-05,CA,500
Orchard Medical Consulting ,2020-01-16,2020-05-05,CA,500
GoDaddy.com LLC,2019-10-19,2020-05-03,CA,500
Pacific Press Publishing Association,2019-06-22,2020-05-03,CA,500
"McKissock Investment Holdings, LLC",2019-11-16,2020-05-01,CA,500
Marshall Medical Center,2020-02-18,2020-04-28,CA,500
Community Memorial Health System,2020-02-18,2020-04-27,CA,500
"Chegg, Inc.",2020-04-09,2020-04-27,CA,500
"KandyPens, Inc. ",2019-03-07,2020-04-20,CA,500
Silicon Valley Community Foundation,2018-08-23,2020-04-20,CA,500
Volusion LLC,2019-09-07,2020-04-20,CA,500
"Wells Fargo Bank, N.A. on behalf of KDW Automotive",2019-11-06,2020-04-20,CA,500
Squar Milner LLP,2020-02-05,2020-04-17,CA,500
Ambry Genetics Corporation,2020-01-22,2020-04-17,CA,500
Grimaldi Center for Wellness and Aesthetics,2020-02-20,2020-04-16,CA,500
Lincoln Financial Advisors Corporation,2020-03-19,2020-04-16,CA,500
AST LLC,2020-03-09,2020-04-14,CA,500
"Weber and Company, Inc.",2020-01-27,2020-04-07,CA,500
"Healthcare Resource Group, Inc.",2019-11-04,2020-04-07,CA,500
Stockdale Radiology,2020-01-17,2020-04-06,CA,500
"Total Quality Logistics, LLC",2020-02-23,2020-04-02,CA,500
National Institute for Automotive Service Excellence,2019-12-18,2020-03-31,CA,500
Hospice by the Bay,2020-03-10,2020-03-27,CA,500
New Media Trader Inc.,2019-10-01,2020-03-26,CA,500
"eImprovement, LLC",2019-12-14,2020-03-25,CA,500
Golden Valley Health Centers,2019-10-25,2020-03-20,CA,500
General Electric Company,2020-02-03,2020-03-20,CA,500
"Tandem Diabetes Care, Inc.",2020-01-17,2020-03-17,CA,500
"Foundation Medicine, Inc.",2019-12-17,2020-03-13,CA,500
New Heights Ventures Inc. ,2020-03-11,2020-03-12,CA,500
Wichita State university,2019-12-03,2020-03-11,CA,500
Woods & Woods LLC,2020-01-15,2020-03-11,CA,500
TrueFire LLC,2019-08-03,2020-03-10,CA,500
"Eversana Life Sciences Services, LLC",2019-04-01,2020-03-09,CA,500
Entercom Communications Corporation,2019-08-04,2020-03-09,CA,500
Torrance Memorial Medical Center,2019-06-20,2020-03-06,CA,500
"NYR Organic, Inc.",2019-08-21,2020-03-06,CA,500
"Athens Insurance Services, Inc.",2019-07-01,2020-03-06,CA,500
Carnival Corporation & PLC,2019-04-11,2020-03-03,CA,500
Walgreen Co.,2020-01-09,2020-02-28,CA,500
Allstate Benefits,2020-02-05,2020-02-28,CA,500
"Kaiser Health Plan, Southern California",2019-10-06,2020-02-28,CA,500
RailWorks Corporation ,2020-01-27,2020-02-27,CA,500
Moss Adams LLP,2019-10-08,2020-02-26,CA,500
AFTRA Retirement Fund,2019-10-24,2020-02-25,CA,500
"VibrantCare Rehabilitation, Inc. ",2019-08-20,2020-02-24,CA,500
Rady Children's Hospital San Diego,2019-06-20,2020-02-21,CA,500
Pacific Guardian Life Insurance Co. Ltd.,2019-11-04,2020-02-17,CA,500
Aveanna Healthcare,2019-07-09,2020-02-14,CA,500
Overlake Medical Center & Clinics,2019-12-06,2020-02-07,CA,500
"Altice USA, Inc.",2019-11-04,2020-02-06,CA,500
"Golden Entertainment, Inc.",2019-05-30,2020-01-31,CA,500
